LA_name,LANumber,Region,For_2_P,For_1_P,For_2_S,For_1_S,Quan_P_In,Quan_S_In,Quan_P_RP,Quan_S_RP,Quan_P_Su,Quan_S_Su,Quan_P_PP,Quan_S_PP,Qual_P_1_N,Qual_P_2_N,Qual_P_3_N,Qual_P_4_N,Qual_P_0_N,Qual_P_1_E,Qual_P_2_E,Qual_P_3_E,Qual_P_4_E,Qual_P_0_E,Qual_P_Prop,Qual_P_Propranks,Qual_S_1_N,Qual_S_2_N,Qual_S_3_N,Qual_S_4_N,Qual_S_0_N,Qual_S_1_E,Qual_S_2_E,Qual_S_3_E,Qual_S_4_E,Qual_S_0_E,Qual_S_Prop,Qual_S_Propranks,CPP_P_EP,CPP_P_ET,CPP_P_NS,CPP_S_EP,CPP_S_ET,CPP_S_NS,Projects_P_EP,Projects_P_ET,Projects_P_NS,Projects_S_EP,Projects_S_ET,Projects_S_NS,Cost_P_EP,Places_P_EP,Cost_P_ET,Places_P_ET,Cost_P_NS,Places_P_NS,Cost_S_EP,Places_S_EP,Cost_S_ET,Places_S_ET,Cost_S_NS,Places_S_NS,Ban_P_gro,Ban_S_gro,Funding,Pref_P_1_CY,Pref_P_2_CY,Pref_P_3_CY,Pref_S_1_CY,Pref_S_2_CY,Pref_S_3_CY,Pref_P_T3_CY,Pref_S_T3_CY,Pref_P_1_NY,Pref_P_2_NY,Pref_P_3_NY,Pref_S_1_NY,Pref_S_2_NY,Pref_S_3_NY,Pref_P_T3_NY,Pref_S_T3_NY,Quan_P_UP,Quan_S_UP,An_P_gro,An_S_gro
Swindon,866,South West,0.010583038,-0.002378756,0.000321906,-0.012876227,4728,4507,10,30,0.123171248,0.163932402,255,0,0,61,72,0,840,2450,14933,3696,210,0,0.458646617,118,0,90,0,0,1930,0,9124,4022,0,750,1,1,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.230769231,0.144108707,26435898.45,95.45115585,3.243847875,0.298284862,87.02096891,8.351409978,1.735357918,98.99328859,97.1077368,8.351409978,1.735357918,98.99328859,97.1077368,95.45115585,3.243847875,0.298284862,87.02096891,0.163932402,0.123171248,0.144108707,0.230769231
Bracknell Forest,867,South East,-0.007441386,-0.007135576,0.003695492,-0.005912786,1801,2667,0,0,0.204862597,0.136527666,280,30,0,0,0,0,630,1259,7382,1470,0,0,z,z,81,0,0,0,0,2510,5785,0,0,1365,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.118227787,0.283363472,52785927.44,92.41741742,6.306306306,1.051051051,78.86347886,10.32571033,4.227304227,99.77477477,93.41649342,10.32571033,4.227304227,99.77477477,93.41649342,92.41741742,6.306306306,1.051051051,78.86347886,0.136527666,0.204862597,0.283363472,0.118227787
Windsor and Maidenhead,868,South East,0.014006868,0.00406651,0.034823583,0.005631537,2506,2547,0,20,0.143219963,0.145481643,0,66,109,45,30,0,0,3670,7635,1056,0,0,0.836956522,99,113,384,0,0,0,4348,7179,366,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.210040522,0.160663384,33004042.27,87.42225294,7.049067035,2.00414651,71.09658678,9.586056645,4.502541757,96.47546648,85.18518519,9.586056645,4.502541757,96.47546648,85.18518519,87.42225294,7.049067035,2.00414651,71.09658678,0.145481643,0.143219963,0.160663384,0.210040522
West Berkshire,869,South East,-0.006589029,0.013024824,0.006918363,0.01235422,1188,861,110,130,0.104884717,0.067067279,0,165,30,0,0,0,0,1165,11586,1239,0,0,1,1,224,339,0,0,0,3039,8636,0,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.079495798,0.090371277,39546197.15,94.3577431,4.021608643,0.840336134,88.71145374,7.874449339,1.651982379,99.21968788,98.23788546,7.874449339,1.651982379,99.21968788,98.23788546,94.3577431,4.021608643,0.840336134,88.71145374,0.067067279,0.104884717,0.090371277,0.079495798
Reading,870,South East,0.00022698,-0.005069229,0.074029771,0.023391813,3881,3452,0,390,0.151495016,0.107752646,0,0,0,24,0,0,420,2000,11001,1365,0,0,1,1,456,0,0,0,0,2247,4438,2800,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.285484196,0.623389301,64466777.3,90.25612472,5.456570156,1.670378619,66.80965147,17.26541555,5.790884718,97.3830735,89.86595174,17.26541555,5.790884718,97.3830735,89.86595174,90.25612472,5.456570156,1.670378619,66.80965147,0.107752646,0.151495016,0.623389301,0.285484196
Slough,871,South East,0.001924002,-0.008658009,0.013773196,0.000494845,5355,6896,0,0,0.124820184,0.070985156,0,0,0,28,0,0,0,3586,13650,0,0,840,1,1,220,111,0,0,0,8472,4552,905,1140,1100,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.372137405,0.551508462,82225167.24,88.0303707,5.940151854,1.295221081,56.09447491,13.20118094,7.169970477,95.26574364,76.46562632,13.20118094,7.169970477,95.26574364,76.46562632,88.0303707,5.940151854,1.295221081,56.09447491,0.070985156,0.124820184,0.551508462,0.372137405
Wokingham,872,South East,0.004123842,-0.022712854,0.007077558,-0.004816672,3324,3048,30,190,0.114256256,0.03136862,630,0,28,0,0,0,420,3190,10483,1740,0,0,1,1,132,324,0,0,0,3103,8997,560,0,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.288395186,0.297201139,65293252.29,88.63636364,7.121212121,1.868686869,71.84131091,14.10090556,5.174644243,97.62626263,91.11686072,14.10090556,5.174644243,97.62626263,91.11686072,88.63636364,7.121212121,1.868686869,71.84131091,0.03136862,0.114256256,0.297201139,0.288395186
Cambridgeshire,873,East of England,0.03835611,0.001262103,0.042795031,0.01052795,14878,5377,220,1060,0.194500678,0.095614659,855,300,0,796,296,0,600,4144,44528,7234,780,1290,0.728937729,107,949,245,0,0,600,8042,25277,4556,0,0,1,1,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.204107263,0.192781216,183212322.2,94.47069943,3.95400126,0.56710775,90.69767442,4.711567502,1.661129568,98.99180844,97.07037149,4.711567502,1.661129568,98.99180844,97.07037149,94.47069943,3.95400126,0.56710775,90.69767442,0.095614659,0.194500678,0.192781216,0.204107263
Peterborough,874,East of England,0.040156345,-0.002838397,0.019943413,0.007728935,5929,5730,150,60,0.124565037,0.057144372,330,270,0,360,0,0,420,1740,15770,2310,0,0,1,1,0,0,0,0,0,2810,13629,1600,0,1500,z,z,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.366531818,0.406630033,65875369.92,93.63180239,4.322655345,0.733307603,76.76030646,12.07588471,4.26851514,98.68776534,93.10470631,12.07588471,4.26851514,98.68776534,93.10470631,93.63180239,4.322655345,0.733307603,76.76030646,0.057144372,0.124565037,0.406630033,0.366531818
Halton,876,North West,0.009373225,-0.000662753,0.035110533,-0.001430429,526,2665,0,0,0.151998773,0.202308179,0,0,30,70,0,0,0,1647,8264,980,0,0,1,1,25,19,0,150,0,2526,2856,0,3474,0,0.226804124,121,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.061602067,0.076997915,6753686.82,91.27565982,5.718475073,1.026392962,83.87096774,7.870967742,1.870967742,98.02052786,93.61290323,7.870967742,1.870967742,98.02052786,93.61290323,91.27565982,5.718475073,1.026392962,83.87096774,0.202308179,0.151998773,0.076997915,0.061602067
Warrington,877,North West,0.011613485,-0.000563761,0.016439865,-0.004798238,942,324,80,10,0.154993127,0.095305221,525,300,30,301,0,0,0,4639,13948,520,0,0,1,1,0,339,0,0,0,2362,11242,0,0,0,1,1,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.046616449,0.092938647,39820149.17,95.32243415,3.269754768,0.590372389,89.50567261,6.23987034,1.499189627,99.18256131,97.24473258,6.23987034,1.499189627,99.18256131,97.24473258,95.32243415,3.269754768,0.590372389,89.50567261,0.095305221,0.154993127,0.092938647,0.046616449
Devon,878,South West,0.048290174,0.016259136,0.079809247,0.018828624,9982,6265,710,790,0.150425534,0.15745194,171,430,75,486,245,0,570,9538,44073,7867,781,840,0.696029777,111,295,164,150,0,0,5998,22037,17813,760,0,0.753694581,106,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.133144533,0.038873284,108227659.1,97.59036145,1.729270021,0.240963855,91.22523251,5.175899717,1.091791347,99.56059532,97.49292357,5.175899717,1.091791347,99.56059532,97.49292357,97.59036145,1.729270021,0.240963855,91.22523251,0.15745194,0.150425534,0.038873284,0.133144533
Plymouth,879,South West,-0.00606392,-0.010686416,0.004246866,-0.00856223,4621,2144,10,0,0.210882934,0.153521696,0,0,105,230,0,0,0,4039,15353,3195,630,0,1,1,0,0,0,0,0,1160,7344,9709,1250,0,z,z,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.067949659,0.028114397,30165664.96,93.38715879,4.075355632,1.114955786,84.9089034,7.803368855,3.437607425,98.5774702,96.14987968,7.803368855,3.437607425,98.5774702,96.14987968,93.38715879,4.075355632,1.114955786,84.9089034,0.153521696,0.210882934,0.028114397,0.067949659
Torbay,880,South West,0.043786489,-0.003127606,0.030012771,0.002681992,752,15,20,70,0.141553846,0.067642704,90,60,0,0,0,0,0,1050,8540,840,0,0,z,z,0,300,0,0,0,3010,6656,0,0,0,1,1,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.029937393,0.10793738,28288811.99,97.38219895,2.094240838,0,78.63054929,10.30850263,4.364183597,99.47643979,93.30323552,10.30850263,4.364183597,99.47643979,93.30323552,97.38219895,2.094240838,0,78.63054929,0.067642704,0.141553846,0.10793738,0.029937393
Essex,881,East of England,0.021719854,0.004931724,0.026175759,0.007533211,14327,8109,1110,660,0.088327735,0.064256023,1338,1540,208,1446,150,0,420,19408,90129,8156,1360,840,0.916851441,85,505,965,150,300,3800,16893,57228,12543,5558,0,0.765625,104,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.182229835,0.095621694,310249005.3,89.74586476,5.938272387,1.926611319,82.17518963,9.046978224,3.456080254,97.61074846,94.6782481,9.046978224,3.456080254,97.61074846,94.6782481,89.74586476,5.938272387,1.926611319,82.17518963,0.064256023,0.088327735,0.095621694,0.182229835
Southend-on-Sea,882,East of England,-0.001943049,-0.011122278,0.018172554,0.008576766,2701,1675,0,110,0.127311696,0.011293278,0,0,20,30,0,0,0,1806,13424,630,0,0,1,1,100,255,0,0,0,6035,5225,1156,0,0,1,1,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.118690635,0.13450783,40687197.86,85.43499511,8.357771261,2.150537634,67.50919118,10.29411765,10.34007353,95.94330401,88.14338235,10.29411765,10.34007353,95.94330401,88.14338235,85.43499511,8.357771261,2.150537634,67.50919118,0.011293278,0.127311696,0.13450783,0.118690635
Thurrock,883,East of England,0.053084155,0.027229993,0.037915129,0.024723247,4243,5912,160,80,0.041217873,0.102041012,180,0,30,210,0,0,0,2520,14200,420,0,0,1,1,30,121,110,90,2100,1330,4974,3710,1260,900,0.43019943,115,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.391941673,0.334987033,57055784.77,89.2169448,6.803594352,0.984167736,76.64846703,12.34775304,2.897942041,97.00470689,91.89416212,12.34775304,2.897942041,97.00470689,91.89416212,89.2169448,6.803594352,0.984167736,76.64846703,0.102041012,0.041217873,0.334987033,0.391941673
"Herefordshire, County of",884,West Midlands,0.01094257,0.006339144,-0.009638821,0.00631509,110,0,110,320,0.104975117,0.100729362,0,150,165,90,0,0,0,3110,11204,280,0,0,1,1,0,326,0,0,0,1200,6328,2745,0,0,1,1,17106.24524,8143.140943,20480.73671,23753.22209,8993.620633,24800.07876,1204,616,70,144,41,12,2197057714,128436,173400043.2,21294,486683746.5,23763,708202316.6,29815,28752605.16,3197,280340090.3,11304,0.100287474,0.031310315,22866653.63,95.95782074,3.280609256,0.527240773,89.81937603,7.115489874,2.353585112,99.76567077,99.28845101,7.115489874,2.353585112,99.76567077,99.28845101,95.95782074,3.280609256,0.527240773,89.81937603,0.100729362,0.104975117,0.031310315,0.100287474
Worcestershire,885,West Midlands,0.041417563,0.01041122,0.046717801,0.010824451,5435,3528,430,460,0.105219067,0.113542811,312,330,115,378,25,0,420,7029,33533,3058,210,0,0.951737452,80,145,303,0,0,0,7538,24830,5550,0,0,1,1,17106.24524,8143.140943,20480.73671,23753.22209,8993.620633,24800.07876,1204,616,70,144,41,12,2197057714,128436,173400043.2,21294,486683746.5,23763,708202316.6,29815,28752605.16,3197,280340090.3,11304,0.140753903,0.074180314,89247858.83,92.12823095,4.817052702,0.939912722,87.75038521,5.392912173,1.027221366,97.88519637,94.17051875,5.392912173,1.027221366,97.88519637,94.17051875,92.12823095,4.817052702,0.939912722,87.75038521,0.113542811,0.105219067,0.074180314,0.140753903
Kent,886,South East,-0.000502706,-0.00823181,0.005907154,-0.001880055,21942,15325,870,1600,0.112590762,0.076710046,1168,1885,304,1259,65,0,1680,24622,100571,6210,140,630,0.96007371,79,1012,1866,0,0,2650,29683,64794,14557,0,1260,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.182330597,0.139041672,416744826.7,89.18397192,6.393682363,2.094179585,69.72748167,14.08558608,6.823902813,97.67183387,90.63697056,14.08558608,6.823902813,97.67183387,90.63697056,89.18397192,6.393682363,2.094179585,69.72748167,0.076710046,0.112590762,0.139041672,0.182330597
Medway,887,South East,0.023785768,0.009977252,-0.022790408,-0.002777935,2879,1755,120,320,0.097344816,0.095533203,400,1200,15,125,41,0,0,2830,20042,1769,730,0,0.773480663,103,0,210,0,0,0,5047,17099,0,600,0,1,1,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,0.196000384,0.154036193,62562815.25,91.6565534,4.884708738,1.334951456,78.7816963,12.00816089,3.147770329,97.87621359,93.93762751,12.00816089,3.147770329,97.87621359,93.93762751,91.6565534,4.884708738,1.334951456,78.7816963,0.095533203,0.097344816,0.154036193,0.196000384
Lancashire,888,North West,0.017770152,-0.006199128,0.007935573,0.000824475,5281,0,1270,1100,0.102473847,0.070442292,35,0,322,295,0,0,0,18774,77550,7496,420,0,1,1,363,230,112,46,0,17520,36821,14461,2435,0,0.789613848,102,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.111847708,0.079277224,189383070.2,91.60789845,5.680927754,1.394765711,86.21335446,7.519988475,2.614708636,98.68359191,96.34805157,7.519988475,2.614708636,98.68359191,96.34805157,91.60789845,5.680927754,1.394765711,86.21335446,0.070442292,0.102473847,0.079277224,0.111847708
Blackburn with Darwen,889,North West,-0.003159558,-0.005660874,0.00988345,-0.003356643,1957,2451,10,0,0.128828882,0.053217224,60,0,0,0,0,0,0,2520,12448,1365,0,0,z,z,0,0,0,0,0,2950,7515,2100,0,0,z,z,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.066283469,0.235031776,20988450.31,90.54127939,5.467468562,1.476216512,78.07146353,13.06901615,2.34948605,97.48496446,93.48996574,13.06901615,2.34948605,97.48496446,93.48996574,90.54127939,5.467468562,1.476216512,78.07146353,0.053217224,0.128828882,0.235031776,0.066283469
Blackpool,890,North West,0.009087012,-0.007458208,-0.011537878,-0.009564293,1043,315,0,0,0.124932852,0.142655189,0,0,0,0,0,0,0,1050,10741,880,0,420,z,z,0,0,0,0,0,0,3830,3552,0,800,z,z,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.05887269,-0.118296125,24044268.37,92.90681502,4.172461752,0.83449235,85.36096257,8.622994652,2.072192513,97.91376912,96.05614973,8.622994652,2.072192513,97.91376912,96.05614973,92.90681502,4.172461752,0.83449235,85.36096257,0.142655189,0.124932852,-0.118296125,0.05887269
Nottinghamshire,891,East Midlands,0.027721353,-0.001926753,0.021517877,0.007106822,9904,0,360,1080,0.117851726,0.057002357,1485,1260,154,400,189,0,525,9883,49939,8866,0,0,0.745625841,105,32,758,0,0,0,14673,31864,5469,2809,870,1,1,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.161447216,0.126182606,141981522.5,93.36558397,3.916148353,1.117254089,90.10360458,5.342110943,1.143967192,98.39898641,96.58968271,5.342110943,1.143967192,98.39898641,96.58968271,93.36558397,3.916148353,1.117254089,90.10360458,0.057002357,0.117851726,0.126182606,0.161447216
Nottingham,892,East Midlands,-0.00229065,0.001088997,0.003665913,0.000183296,4851,3164,20,50,0.117602454,0.05099585,0,660,0,0,0,0,0,3255,21348,2730,0,420,z,z,450,190,0,0,0,1800,8897,3400,0,0,1,1,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.259104536,0.322707655,59608319.36,92.92742927,4.089790898,1.291512915,75.50042289,8.655201579,4.510854243,98.30873309,88.66647871,8.655201579,4.510854243,98.30873309,88.66647871,92.92742927,4.089790898,1.291512915,75.50042289,0.05099585,0.117602454,0.322707655,0.259104536
Shropshire,893,West Midlands,0.026452282,0.000424368,0.024932747,0.009448199,0,0,50,240,0.119548433,0.106237138,420,135,0,316,19,0,0,2334,18040,2031,0,0,0.943283582,82,0,0,0,0,0,1680,13687,1656,1185,0,z,z,17106.24524,8143.140943,20480.73671,23753.22209,8993.620633,24800.07876,1204,616,70,144,41,12,2197057714,128436,173400043.2,21294,486683746.5,23763,708202316.6,29815,28752605.16,3197,280340090.3,11304,0.079511947,-0.01039449,22733989.71,93.43326196,4.068522484,0.606709493,91.4019337,3.591160221,1.277624309,98.10849393,96.27071823,3.591160221,1.277624309,98.10849393,96.27071823,93.43326196,4.068522484,0.606709493,91.4019337,0.106237138,0.119548433,-0.01039449,0.079511947
Telford and Wrekin,894,West Midlands,0.006210794,-0.000869511,-0.019530581,-0.004454343,2325,2053,30,280,0.099397124,0.042544524,105,900,35,215,0,0,0,3277,12280,1036,0,0,1,1,425,299,130,0,0,2575,3801,4880,0,0,0.847775176,98,17106.24524,8143.140943,20480.73671,23753.22209,8993.620633,24800.07876,1204,616,70,144,41,12,2197057714,128436,173400043.2,21294,486683746.5,23763,708202316.6,29815,28752605.16,3197,280340090.3,11304,0.163819991,0.294849023,47448401.61,94.87442337,3.177857509,0.666324962,79.78388113,11.03106709,2.746510581,98.71860584,93.5614588,11.03106709,2.746510581,98.71860584,93.5614588,94.87442337,3.177857509,0.666324962,79.78388113,0.042544524,0.099397124,0.294849023,0.163819991
Cheshire East,895,North West,0.019552789,-0.006833328,0.051867816,0.007614943,3082,3512,280,480,0.089110014,0.07301216,105,1290,0,71,25,0,0,6901,21836,1960,840,0,0.739583333,106,230,286,260,0,0,5409,16491,2976,0,0,0.664948454,110,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.139798198,0.179634108,68838235.54,92.95086185,4.502186776,1.054798045,91.99040767,4.604316547,1.294964029,98.50784667,97.88968825,4.604316547,1.294964029,98.50784667,97.88968825,92.95086185,4.502186776,1.054798045,91.99040767,0.07301216,0.089110014,0.179634108,0.139798198
Cheshire West and Chester,896,North West,0.05543383,0.015191353,0.034326528,0.011513246,4188,430,140,480,0.117851548,0.083110354,35,330,0,70,0,0,0,5835,22637,1820,0,0,1,1,0,125,0,0,0,4794,13964,2875,0,320,1,1,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,0.147612096,0.051400382,85840755.29,91.29302864,5.293607174,1.504194388,91.66891345,4.906983014,1.024534915,98.0908302,97.60043138,4.906983014,1.024534915,98.0908302,97.60043138,91.29302864,5.293607174,1.504194388,91.66891345,0.083110354,0.117851548,0.051400382,0.147612096
Cornwall,908,South West,0.031324307,0.027466395,0.021442969,0.008827414,5923,0,300,580,0.132726196,0.098628526,645,678,0,154,26,0,420,6251,32252,6406,810,0,0.855555556,96,0,0,0,0,0,3580,21003,5419,1344,0,z,z,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.147533731,0.064501547,87307579.36,95.7735404,2.791429133,0.334185178,94.90377762,3.029223093,0.392017106,98.89915471,98.32501782,3.029223093,0.392017106,98.89915471,98.32501782,95.7735404,2.791429133,0.334185178,94.90377762,0.098628526,0.132726196,0.064501547,0.147533731
Cumbria,909,North West,-0.008839245,-0.007219191,-0.010168734,0.002719112,3860,1981,40,250,0.20418783,0.1883454,35,0,0,460,95,0,0,3826,33896,2848,0,0,0.828828829,100,290,232,0,0,0,6461,19679,8722,0,300,1,1,17826.5082,8486.010035,21343.08352,24753.35775,9372.299397,25844.29261,1204,616,70,144,41,12,2289565407,128436,180701097.7,21294,507175693.7,23763,738021361.5,29815,29963241.17,3197,292143883.6,11304,-0.022965479,-0.056842325,25886012.22,97.01423978,1.722553973,0.528249885,94.72158973,4.202028566,0.310494722,99.26504364,99.23411302,4.202028566,0.310494722,99.26504364,99.23411302,97.01423978,1.722553973,0.528249885,94.72158973,0.1883454,0.20418783,-0.056842325,-0.022965479
Gloucestershire,916,South West,0.051632675,-0.006340484,0.039649595,0.006870688,6491,4794,80,30,0.14517762,0.105880286,528,1135,336,889,100,0,0,9210,34031,5012,875,630,0.924528302,84,1250,773,40,0,0,10488,23319,5531,0,660,0.980610761,81,18366.70542,8743.161854,21989.84363,25503.4595,9656.308469,26627.45299,1204,616,70,144,41,12,2358946177,128436,186176888.5,21294,522544654.1,23763,760385645.1,29815,30871218.18,3197,300996728.6,11304,0.103511304,0.086250483,128179384.5,91.00537222,5.249424405,1.534919417,75.9348174,11.348756,4.379455842,97.78971604,91.66302924,11.348756,4.379455842,97.78971604,91.66302924,91.00537222,5.249424405,1.534919417,75.9348174,0.105880286,0.14517762,0.086250483,0.103511304
Hertfordshire,919,East of England,0.021944557,0.00690004,0.027090113,0.008608971,16063,14451,440,870,0.118489859,0.096214912,1020,1530,46,709,56,0,0,22899,74610,9168,0,0,0.930949445,83,1135,955,773,0,1150,31298,44585,14297,0,1206,0.730003493,108,18186.63968,8657.444581,21774.25692,25253.42559,9561.638779,26366.39953,1204,616,70,144,41,12,2335819254,128436,184351624.9,21294,517421667.3,23763,752930883.9,29815,30568559.18,3197,298045780.3,11304,0.157323987,0.199825819,318624618.2,88.09153521,6.805894986,2.192105458,77.69088582,10.84174605,4.130527513,97.08953566,92.66315939,10.84174605,4.130527513,97.08953566,92.66315939,88.09153521,6.805894986,2.192105458,77.69088582,0.096214912,0.118489859,0.199825819,0.157323987
Isle of Wight,921,South East,-0.019380269,0.000328479,-0.00096231,0.003528468,1877,0,50,0,0.168722532,0.158919847,0,0,0,0,0,0,0,0,7955,2102,0,0,z,z,0,0,0,0,0,0,4810,3519,0,0,z,z,19447.09986,9257.465493,23283.36384,27003.66301,10224.32661,28193.77375,1204,616,70,144,41,12,2497707717,128436,197128470.2,21294,553282574.9,23763,805114212.5,29815,32687172.19,3197,318702418.5,11304,-0.027787115,-0.16281569,5843466.26,96.36524823,2.304964539,0.354609929,79.16331456,9.89541432,2.011263073,99.0248227,91.06999195,9.89541432,2.011263073,99.0248227,91.06999195,96.36524823,2.304964539,0.354609929,79.16331456,0.158919847,0.168722532,-0.16281569,-0.027787115
Lincolnshire,925,East Midlands,0.003309363,-0.009641873,0.024887312,-0.001558454,7415,2874,220,680,0.163056889,0.099029987,140,557,68,495,210,0,0,9108,42755,6935,840,420,0.728331177,108,426,721,118,0,0,14907,25128,7665,625,0,0.906719368,90,18906.90264,9000.313673,22636.60373,26253.56126,9940.317542,27410.61337,1204,616,70,144,41,12,2428326947,128436,191652679.4,21294,537913614.5,23763,782749928.8,29815,31779195.18,3197,309849573.5,11304,0.09088144,0.044237317,125595375.4,95.51856594,3.186797553,0.455256793,87.48886343,8.18378516,1.10729286,99.16062029,96.77994145,8.18378516,1.10729286,99.16062029,96.77994145,95.51856594,3.186797553,0.455256793,87.48886343,0.099029987,0.163056889,0.044237317,0.09088144
